adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",,6280,tt0110216,en,Junior,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",6.710215,/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Northern Lights Entertainment', 'id': 8816}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-22,37000000,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Nothing is inconceivable,Junior,FALSE,4.7,381
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,9061,tt0113501,en,Just Cause,"Bobby Earl is facing the electric chair for the murder of a young girl. Eight years after the crime he calls in Paul Armstrong, a professor of law, to help prove his innocence. Armstrong quickly uncovers some overlooked evidence to present to the local police, but they aren't interested - Bobby was their killer.",9.195256,/tPQ8kT5HVxfyKXVeoiC6NkF5gsu.jpg,"[{'name': 'Fountainbridge Films', 'id': 414}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Lee Rich Productions', 'id': 36854}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-02-17,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Buried deep in the Florida Everglades is a secret that can save an innocent man or let a killer kill again.,Just Cause,FALSE,6,124
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",,37108,tt0113538,en,A Kid in King Arthur's Court,"A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?",5.874511,/iklPPdF1TQFPmRyVu0SH0yF1gdt.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Trimark Pictures', 'id': 4063}]",[],1995-08-11,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Joust Do It.,A Kid in King Arthur's Court,FALSE,4.3,40
FALSE,,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,6071,tt0113552,en,Kiss of Death,"Jimmy Kilmartin is an ex-con living in Astoria in the New York City borough of Queens, trying to stay clean and raising a family with his wife Bev. But when his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, a police officer named Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named Little Junior Brown.  Jimmy remarries and attempts to renew a relationship with his child. But he is sent undercover by Detective Hart to work with Junior and infiltrate his operations. As soon as Little Junior kills an undercover federal agent with Jimmy watching, the unscrupulous district attorney and the feds further complicate his life. He must take down Junior or face the consequences.",7.797512,/uQjFpAEF6GUIKW46sbndWtsEQSl.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-04-21,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Kiss of Death,FALSE,5.7,83
FALSE,"{'id': 10, 'name': 'Star Wars Collection', 'poster_path': '/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', 'backdrop_path': '/d8duYyyC9J5T825Hg7grmaabfxQ.jpg'}",11000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,11,tt0076759,en,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,42.149697,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1977-05-25,775398007,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A long time ago in a galaxy far, far away...",Star Wars,FALSE,8.1,6778
FALSE,,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,9587,tt0110367,en,Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",9.774994,/tD9YDE8pjtSvvKUpkmooE6YDSm8.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-21,0,115,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",Little Women,FALSE,7,222
FALSE,,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,19101,tt0113670,en,A Little Princess,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.",7.731725,/a7LslH4Ofdvi1oam9Bbhb2UyMR2.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-10,0,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Every girl everywhere is a princess.,A Little Princess,FALSE,7.4,207
FALSE,,0,"[{'id': 18, 'name': 'Drama'}]",,49980,tt0110296,en,Ladybird Ladybird,"This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to another. She has four children, of four different fathers, who came to the attention of Social Services when they were injured in a fire. Subsequently, Maggie was found to be an ""unfit mother"" and her children were removed from her care. She finally meets the man of her dreams, a Paraguayan expatriate, and they start a family together. Unfortunately, Social Services seems unwilling to accept that her life has changed and rends them from their new children. She and Jorge together, and separately, fight Social Services, Immigration, and other government bureaucrats in a desperate battle to make their family whole again.",0.84508,/9YgIxxPsWMwoIFrBgNxHgGn0y29.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Parallax Pictures', 'id': 983}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-02-18,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Ladybird Ladybird,FALSE,7.4,14
FALSE,,10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,17961,tt0109731,fr,L'Enfer,"Paul, an irritable and stressed-out hotel manager, begins to gradually develop paranoid delusions about his wife's infidelity...",1.948315,/9ACPvC1XFRta8SXA816C0my32TG.jpg,"[{'name': 'MK2 Productions', 'id': 9209}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1994-02-16,0,100,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,L'Enfer,FALSE,6.6,22
FALSE,,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.miramax.com/movie/like-water-for-chocolate/,18183,tt0103994,es,Como agua para chocolate,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",4.126083,/3nU4id8Ul2pEGVfIWl1r9wSzBeC.jpg,"[{'name': 'Aviacsa', 'id': 84803}, {'name': 'Cinevista', 'id': 84804}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",1992-04-16,21665468,105,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"In Tita's kitchen, ordinary spices become a recipe for passion.",Like Water for Chocolate,FALSE,6.6,70
FALSE,,30000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,4476,tt0110322,en,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",12.199047,/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg,"[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Pangaea', 'id': 1656}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-16,160638883,133,"[{'iso_639_1': 'kw', 'name': ''}, {'iso_639_1': 'en', 'name': 'English'}]",Released,After the Fall from Innocence the Legend begins.,Legends of the Fall,FALSE,7.2,636
FALSE,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,11008,tt0110443,en,Major Payne,"Major Benson Winifred Payne is being discharged from the Marines. Payne is a killin' machine, but the wars of the world are no longer fought on the battlefield. A career Marine, he has no idea what to do as a civilian, so his commander finds him a job - commanding officer of a local school's JROTC program, a bunch of ragtag losers with no hope.",9.253362,/tCgBOpglqgg478AIy9wYfZ7choY.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-03-24,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's looking for a few good men... or a few guys old enough to shave.,Major Payne,FALSE,6.1,164
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,47504,tt0110365,en,Little Odessa,"The film follows the personal relationship between a father and his two sons, one of whom is a hit-man for the Russian mafia in Brooklyn.",1.861292,/9BQrTWQodxm0G349yruhRuJV38q.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Live Entertainment', 'id': 285}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-27,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Brothers in blood. Partners in crime.,Little Odessa,FALSE,6.4,31
FALSE,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,32325,tt0107566,en,Mi Vida Loca,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",1.788829,/uEzbxMuT2d1KNR0KEfQncN7IUq2.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Cineville', 'id': 2832}, {'name': 'Home Box Office (HBO)', 'id': 3268}, {'name': 'Showcase Entertaiment Inc.', 'id': 36836}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-08,0,92,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Mothers. Warriors. Sisters. Survivors.,Mi Vida Loca,FALSE,5.7,9
FALSE,,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,43742,tt0110391,en,Love Affair,"Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree to meet in New York three months later to see if the attraction is real. One shows up but the other doesn't. However, a chance meeting brings them together again.",3.290192,/mQMCPf0GUaOjKYFTdmL8w8udnJX.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-10-21,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Love Affair,FALSE,4.3,11
FALSE,,17000000,"[{'id': 18, 'name': 'Drama'}]",,28313,tt0113691,en,Losing Isaiah,"Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted by a warm-hearted social worker, Margaret Lewin, and her husband, Charles. Years later, Khaila has gone through rehab and holds a steady job. After learning that her child is still alive, she challenges Margaret for the custody.",7.698526,/h0IjNfD1D7WVR70JpvMMWhNVx4N.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-03-17,7603766,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Who decides what makes a mother?,Losing Isaiah,FALSE,6.4,28
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,11318,tt0110428,en,The Madness of King George,"Nicholas Hytner’s much awarded 1994 drama, based on Alan Bennett's West End play. George III's erratic behaviour leads to a plot in Parliament to have him declared insane and removed from the throne.",4.81307,/Apgj4j73aUyMkNaPoSuQ7DJbt1M.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Samuel Goldwyn Company', 'id': 798}, {'name': 'Close Call Films', 'id': 23022}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-12-28,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Madness of King George,FALSE,6.7,67
FALSE,,45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",,3036,tt0109836,en,Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",14.287753,/uG0YLHdiBuWBv99MLwthucsvKLZ.jpg,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-11-04,112006296,123,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Be Warned.  It's Alive,Mary Shelley's Frankenstein,FALSE,6.1,272
FALSE,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,40490,tt0113755,en,Man of the House,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",2.558118,/6bnOhhrrrq6RZhMgz4aGyqbJ9Wf.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]",[],1995-03-03,0,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Jack wants to marry Ben's mother. But there are strings attached.,Man of the House,FALSE,5.1,40
FALSE,,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,24070,tt0110538,en,Mixed Nuts,The events focus around a crisis hotline business on one crazy night during the Christmas holidays.,2.899608,/q4kYWVXsPhD23XhGCBaWHoEITHC.jpg,"[{'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-21,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mixed Nuts,FALSE,5.2,37
FALSE,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,8986,tt0110516,en,Milk Money,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",3.770115,/94AgmLpD2NtCSwJ13rof6Bn5mfN.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'The Kennedy/Marshall Company', 'id': 862}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-31,18137661,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You can't get enough of a good thing... But first you have to find it.,Milk Money,FALSE,5.6,49
